novel,cohort,node_id,name,type,degree,gold_overlap,answer_overlap,gold_positions,answer_positions,core2,visual_dense
15,old20,n257,Panorama Hall,location,1,False,False,,,False,False
15,old20,n258,fence,clue_object,0,False,False,,,False,False
15,old20,n259,Y-town Kanto Building Inagawa Art Goods Store,location,2,False,False,,,True,True
15,old20,n260,"Y-town, Kanto Building, Shinjuku",location,1,False,False,,,False,False
15,old20,n261,June 19th,time_anchor,2,False,False,,,True,True
15,old20,n262,June 22nd,time_anchor,2,False,False,,,True,True
15,old20,n263,Inoshita store,clue_object,0,False,False,,,False,False
15,old20,n264,16th of this month,time_anchor,0,False,False,,,False,False
15,old20,n265,two job advertisements,clue_object,0,False,False,,,False,False
15,old20,n266,bookkeeper,person,0,False,False,,,False,False
15,old20,n267,Miss Reiko Yamada (13),person,0,False,False,,,False,False
15,old20,n268,Dr. Nakajima,person,0,False,False,,,False,False
15,old20,n269,inspector,person,3,False,False,,,True,True
15,old20,n271,glass hut building,location,1,False,False,,,False,False
15,old20,n272,secluded area,location,0,False,False,,,False,False
15,old20,n273,Wakizaki,person,4,False,False,,,True,True
15,old20,n274,bandit,person,2,False,False,,,True,False
15,old20,n275,engine,clue_object,1,False,False,,,False,False
15,old20,n276,window frame,clue_object,3,False,False,,,True,True
15,old20,n277,rope ladder,clue_object,2,False,False,,,True,True
15,old20,n278,hook,clue_object,0,False,False,,,False,False
15,old20,n279,I,person,3,True,False,1446,,True,True
15,old20,n280,open door,location,0,True,False,1446,,False,False
15,old20,n281,open gate,location,0,True,False,1446,,False,False
15,old20,n282,Akasugi,person,0,False,False,,,False,False
15,old20,n283,Hakase Nagi,person,0,False,False,,,False,False
15,old20,n284,business card,clue_object,0,False,False,,,False,False
15,old20,n285,Hesen Yuyuan Panorama Gallery,location,0,False,False,,,False,False
15,old20,n286,Yuan Tian,person,1,False,False,,,False,False
15,old20,n287,Panorama Gallery,clue_object,0,False,False,,,False,False
15,old20,n288,Hesen,person,0,False,False,,,False,False
15,old20,n289,design drawings,clue_object,1,False,False,,,False,False
15,old20,n290,doll makers,person,0,False,False,,,False,False
15,old20,n291,paint,clue_object,0,False,False,,,False,False
15,old20,n292,back door,location,1,False,False,,,False,False
15,old20,n293,front door,location,1,False,False,,,False,False
15,old20,n294,Mr. Ohsawa,person,0,False,False,,,False,False
15,old20,n295,cloth bag,clue_object,0,False,False,,,False,False
15,old20,n296,art industry,location,0,False,False,,,False,False
15,old20,n297,secretary,person,0,False,False,,,False,False
15,old20,n298,Nioyama,person,0,False,False,,,False,False
15,old20,n299,Rizuki Hanabi,person,1,False,False,,,False,False
15,old20,n300,Rice Field,person,2,False,False,,,False,False
15,old20,n301,Liang Yun,person,2,False,False,,,True,False
15,old20,n302,Y town,location,1,False,False,,,False,False
15,old20,n303,Two Nations Bridge,location,1,False,False,,,False,False
15,old20,n304,Nioi,person,3,False,False,,,True,False
15,old20,n305,Bianzhi,person,2,False,False,,,True,False
15,old20,n306,spider,clue_object,3,False,False,,,True,False
15,old20,n307,bathtub,location,0,False,False,,,False,False
15,old20,n308,Arimoto,person,2,False,False,,,True,False
15,old20,n309,Pindata,person,3,False,False,,,False,False
15,old20,n310,Inada Store,clue_object,2,False,False,,,False,False
15,old20,n311,Kanto Building office,location,1,False,False,,,False,False
15,old20,n312,Room No. 13,location,1,False,False,,,False,False
15,old20,n313,Inada family,person,1,False,False,,,False,False
15,old20,n314,Norio,person,4,False,False,,,False,True
15,old20,n315,Dr. Pankin's fame,clue_object,1,False,False,,,False,False
15,old20,n316,foreign detective novels,clue_object,1,False,False,,,False,False
15,old20,n317,reporters from different newspapers,clue_object,1,False,False,,,False,False
15,old20,n318,Dr. Pan Liu,person,0,False,False,,,False,False
15,old20,n319,Asahi Shimbun,clue_object,0,False,False,,,False,False
15,old20,n320,"Rental office, vacant rooms, first floor, 6 tsubo 1 room, rent 60 yen",clue_object,0,False,False,,,False,False
15,old20,n321,"Yachiyo District, Yachiyo Town, Kanto Building",location,0,False,False,,,False,False
15,old20,n322,Ginza office,clue_object,0,False,False,,,False,False
15,old20,n323,Yachiyo Building,location,0,False,False,,,False,False
15,old20,n324,Rice Field Art Gallery,clue_object,1,False,False,,,False,False
15,old20,n325,madman,person,0,False,False,,,False,False
15,old20,n326,Miss Yūki,person,0,False,False,,,False,False
15,old20,n327,the missing girls' photos,clue_object,1,False,False,,,False,False
15,old20,n328,poisonous spider silk,clue_object,1,False,False,,,False,False
15,old20,n329,Rie Hana,person,0,False,False,,,False,False
15,old20,n330,Nakagawa,person,2,False,False,,,True,False
15,old20,n331,Inspector Wakayama,person,0,False,False,,,False,False
15,old20,n332,Doctor's house,location,6,False,False,,,True,True
15,old20,n333,Old lady,person,2,False,False,,,True,False
15,old20,n334,Teacher,person,3,False,False,,,True,False
15,old20,n335,Miss Rikako,person,3,False,False,,,True,False
15,old20,n336,Naito,person,2,False,False,,,False,False
15,old20,n337,Mr. Waga,person,1,False,False,,,False,False
15,old20,n338,the open window,clue_object,0,False,False,,,False,False
15,old20,n339,the car that picked up Miss Rikako,clue_object,0,False,False,,,False,False
15,old20,n340,Dr. Hanaoka,person,1,False,False,,,False,False
15,old20,n342,the ticketing clerk,person,1,False,False,,,False,False
15,old20,n343,the elderly janitor,person,1,False,False,,,False,False
15,old20,n344,Detective Kato,person,2,False,False,,,True,True
15,old20,n345,Dr. Pananashi,person,2,False,False,,,True,True
15,old20,n346,N director,person,3,False,False,,,True,True
15,old20,n347,K theater,location,3,False,False,,,True,True
15,old20,n348,small screening room of the studio,location,2,False,False,,,False,False
15,old20,n349,projection room,location,2,False,False,,,False,False
15,old20,n350,red ink,clue_object,2,False,False,,,False,False
15,old20,n351,close-up shot,clue_object,1,False,False,,,False,False
15,old20,n352,Director N,person,8,False,False,,,True,True
15,old20,n353,July 5th,time_anchor,4,False,False,,,True,True
15,old20,n354,K film studio,location,2,False,False,,,True,True
15,old20,n355,Mr. Pansuke,person,0,False,False,,,False,False
15,old20,n356,Chief Inspector,person,0,False,False,,,False,False
15,old20,n357,O-land,location,0,False,False,,,False,False
15,old20,n358,Yuzu,person,0,False,False,,,False,False
15,old20,n359,K film factory,location,0,False,False,,,False,False
15,old20,n360,Mr. K,person,0,False,False,,,False,False
15,old20,n361,Okazaki,person,0,False,False,,,False,False
15,old20,n362,farmer,person,0,False,False,,,False,False
15,old20,n363,Aya,person,0,False,False,,,False,False
15,old20,n364,Noguchi (item),clue_object,0,False,False,,,False,False
15,old20,n365,worn-out Tokyo map,clue_object,0,False,False,,,False,False
15,old20,n366,Bo-ya,person,0,False,False,,,False,False
15,old20,n368,Panshin's house,location,0,False,False,,,False,False
15,old20,n369,Bo-ya's residence,location,0,False,False,,,False,False
15,old20,n370,previous car,clue_object,0,False,False,,,False,False
15,old20,n371,murderer,person,0,False,False,,,False,False
15,old20,n372,Inspector Waga,person,2,False,False,,,True,True
15,old20,n374,Pan Liu doctor,person,1,False,False,,,False,False
15,old20,n375,Bo Yue police officer,person,1,False,False,,,False,False
15,old20,n376,letter,clue_object,4,False,False,,,True,True
15,old20,n377,note,clue_object,2,False,False,,,True,True
15,old20,n379,Detective Boo Yasu,person,1,False,False,,,False,False
15,old20,n380,gun,clue_object,3,False,False,,,True,True
15,old20,n381,large props-filled space,location,1,False,False,,,False,False
15,old20,n382,two background walls' seam (30),location,1,False,False,,,False,False
15,old20,n384,Props worker,person,3,False,False,,,True,True
15,old20,n385,Dark room,location,1,False,False,,,False,False
15,old20,n386,Main entrance,location,1,False,False,,,False,False
15,old20,n387,Third exit,location,0,False,False,,,False,False
15,old20,n388,factory manager N director,person,0,False,False,,,False,False
15,old20,n389,actresses,person,0,False,False,,,False,False
15,old20,n390,detectives disguised as technicians and props workers,person,0,False,False,,,False,False
15,old20,n391,"real actors, technicians, and props workers",person,0,False,False,,,False,False
15,old20,n392,empty room,location,0,False,False,,,False,False
15,old20,n393,S,person,0,False,False,,,False,False
15,old20,n394,Dr. Hama,person,1,False,False,,,False,False
15,old20,n395,Detective Waga,person,1,False,False,,,False,False
15,old20,n396,Nakazaki Sanji,person,1,False,False,,,False,False
15,old20,n397,Dr. Matsuri,person,1,False,False,,,False,False
15,old20,n399,the nurse,person,1,False,False,,,False,False
15,old20,n400,high concrete wall,clue_object,2,False,False,,,True,True
15,old20,n401,broken glass,clue_object,0,False,False,,,False,False
15,old20,n402,medicine bottle,clue_object,0,False,False,,,False,False
15,old20,n403,cup,clue_object,0,False,False,,,False,False
15,old20,n404,bottle of water,clue_object,0,False,False,,,False,False
15,old20,n405,copper basin,clue_object,0,False,False,,,False,False
15,old20,n406,technical department room,location,1,False,False,,,False,False
15,old20,n407,blue-painted board,clue_object,3,False,False,,,False,True
15,old20,n408,small arrow,clue_object,1,False,False,,,False,False
15,old20,n409,number '3',clue_object,1,False,False,,,False,False
15,old20,n410,secret code,clue_object,0,False,False,,,False,False
15,old20,n411,toilets,location,1,False,False,,,False,False
15,old20,n412,electric poles,location,1,False,False,,,False,False
15,old20,n413,trees,location,1,False,False,,,False,False
15,old20,n414,film studio,location,3,False,False,,,False,False
15,old20,n415,Professor Panliu,person,1,False,False,,,False,False
15,old20,n416,K town police station,location,1,False,False,,,False,False
15,old20,n417,The bed,clue_object,1,False,False,,,False,False
15,old20,n418,The pocket watch,clue_object,0,False,False,,,False,False
15,old20,n419,Detective Bo'o,person,0,False,False,,,False,False
15,old20,n420,Kogorou-san,person,0,False,False,,,False,False
15,old20,n421,Sato,person,0,False,False,,,False,False
15,old20,n422,Director,person,0,False,False,,,False,False
15,old20,n423,Mr. Kuroda,person,0,False,False,,,False,False
15,old20,n424,Hoya,person,0,False,False,,,False,False
15,old20,n425,Wakisaka,person,9,False,False,,,False,False
15,old20,n426,Rikka's statue,clue_object,1,False,False,,,False,False
15,old20,n427,Chikako's aquarium,clue_object,1,False,False,,,False,False
15,old20,n428,Chikako's kidnapping attempt in O town,event,1,False,False,,,False,False
15,old20,n429,Chikako's kidnapping attempt in K film studio,event,1,False,False,,,False,False
15,old20,n430,Chikako's substitution in K house,event,1,False,False,,,False,False
15,old20,n431,Empty house in R town,location,1,False,False,,,False,False
15,old20,n432,Spider Man case,event,1,False,False,,,False,False
15,old20,n433,49 potential suspects,clue_object,1,False,False,,,False,False
15,old20,n434,List of characters in Chikako's room before and after the substitution incident,clue_object,1,False,False,,,False,False
15,old20,n435,Luggage swaying in the cabin,clue_object,0,False,False,,,False,False
15,old20,n436,Swaying ship,clue_object,0,False,False,,,False,False
15,old20,n437,Director of the police department holding a gun to rob a bank,clue_object,0,False,False,,,False,False
15,old20,n438,Detective Bōyō,person,5,False,False,,,True,True
15,old20,n439,Hattori Heiji,person,1,False,False,,,False,False
15,old20,n440,Doctor's study,location,2,False,False,,,False,False
15,old20,n441,Phone booth,clue_object,1,False,False,,,False,False
15,old20,n442,Study and bedroom adjacent,location,1,False,False,,,False,False
15,old20,n443,Maid's room,location,1,False,False,,,False,False
15,old20,n444,Bookshelf room,location,1,False,False,,,False,False
15,old20,n445,R Town empty house,location,0,False,False,,,False,False
15,old20,n446,Detective Wakagi,person,1,False,False,,,False,False
15,old20,n447,bedroom,location,5,False,False,,,True,True
15,old20,n448,pure white bed,clue_object,2,False,False,,,True,True
15,old20,n449,Dr. Pankōji,person,0,False,False,,,False,False
15,old20,n450,Hōe,person,1,False,False,,,False,False
15,old20,n451,Kei,person,2,False,False,,,True,True
15,old20,n452,Indian,person,2,False,False,,,False,True
15,old20,n453,secret door,location,1,False,False,,,False,False
15,old20,n454,Platina,person,1,False,False,,,False,False
15,old20,n455,patrol officers,person,4,False,False,,,True,True
15,old20,n457,Inspector Hiroshi Kagawa,person,1,False,False,,,False,False
15,old20,n458,patrolling officer with glasses and a small black mustache,person,1,False,False,,,False,False
15,old20,n459,young patrolling officer,person,1,False,False,,,False,False
15,old20,n461,Takada,person,1,False,False,,,False,False
15,old20,n462,Mr. Ohashi,person,1,False,False,,,False,False
15,old20,n463,Specimen,clue_object,3,False,False,,,True,True
15,old20,n464,Kogorou,person,1,False,False,,,False,False
15,old20,n465,coffin,clue_object,0,False,False,,,False,False
15,old20,n467,Detective Higuchi,person,0,False,False,,,False,False
15,old20,n468,Detective Naito,person,0,False,False,,,False,False
15,old20,n469,coffin lid,clue_object,0,False,False,,,False,False
15,old20,n470,body,clue_object,0,False,False,,,False,False
15,old20,n471,destination,location,0,False,False,,,False,False
15,old20,n472,wedge-shaped stone block,clue_object,0,False,False,,,False,False
15,old20,n473,rustic village near Tokyo,location,0,False,False,,,False,False
15,old20,n474,small house,location,0,False,False,,,False,False
15,old20,n475,old man,person,3,False,False,,,True,True
15,old20,n476,wife,person,0,False,False,,,False,False
15,old20,n477,cook,person,0,False,False,,,False,False
15,old20,n478,Tokyo girl,person,0,False,False,,,False,False
15,old20,n479,cliff,location,2,False,False,,,True,True
15,old20,n480,Tama River,location,0,False,False,,,False,False
15,old20,n482,K (factory owner),person,0,False,False,,,False,False
15,old20,n483,elderly relative living in H village,person,0,False,False,,,False,False
15,old20,n484,H village,location,1,False,False,,,False,False
15,old20,n485,morning glories,clue_object,0,False,False,,,False,False
15,old20,n486,Detective Clever,person,1,False,False,,,False,False
15,old20,n487,Zheng Ming,person,5,False,False,,,True,True
15,old20,n488,Mishima,person,1,False,False,,,False,False
15,old20,n489,Dr. Fujinami,person,1,False,False,,,False,False
15,old20,n490,Yoshiko Fuyu,person,1,False,False,,,False,False
15,old20,n492,Pan Liu,person,2,False,False,,,True,True
15,old20,n493,Tsugumi,person,2,False,False,,,True,True
15,old20,n495,Oyae,person,2,False,False,,,True,True
15,old20,n496,the yard,location,0,False,False,,,False,False
15,old20,n497,Miss Yoshiko,person,0,False,False,,,False,False
15,old20,n499,Tokyo,location,0,False,False,,,False,False
15,old20,n500,house,location,0,False,False,,,False,False
15,old20,n501,fields,location,0,False,False,,,False,False
15,old20,n502,Yasuko-san,person,0,False,False,,,False,False
15,old20,n503,Doctor Pan-ju,person,0,False,False,,,False,False
15,old20,n504,Oyuki,person,0,False,False,,,False,False
15,old20,n505,Tohru,person,1,False,False,,,False,False
15,old20,n506,dolls,clue_object,1,False,False,,,False,False
15,old20,n507,Panorama Museum,location,1,False,False,,,False,False
15,old20,n508,"5,000 yuan",clue_object,0,False,False,,,False,False
15,old20,n509,Panorama Museum entrance,location,2,False,False,,,False,False
15,old20,n510,empty rooms,clue_object,1,False,False,,,False,False
15,old20,n511,"dark, narrow tunnel-like hole",location,1,False,False,,,False,False
15,old20,n512,Panorama Pavilion,location,2,False,False,,,False,True
15,old20,n513,dark tunnel,location,0,False,False,,,False,False
15,old20,n514,world of red and blue intertwined,location,0,False,False,,,False,False
15,old20,n515,Panorama Museum lobby,location,1,False,False,,,False,False
15,old20,n516,storage room,location,1,False,False,,,False,False
15,old20,n517,pile of dummies,clue_object,1,False,False,,,False,False
15,old20,n518,living person,person,3,False,False,,,False,True
15,old20,n519,Mr. Fukuda,person,1,False,False,,,False,False
15,old20,n520,mannequin,person,1,True,False,1169,,False,False
15,old20,n521,demon,person,0,False,False,,,False,False
15,old20,n522,fifty-nine meat blocks,clue_object,0,False,False,,,False,False
15,old20,n523,cotton-like white object,clue_object,0,False,False,,,False,False
15,old20,n524,watch,clue_object,0,False,False,,,False,False
15,old20,n525,forty-nine girls,person,4,False,False,,,True,True
15,old20,n526,Strange mannequin,clue_object,2,False,False,,,True,True
15,old20,n527,Anesthetic drug,clue_object,1,False,False,,,False,False
15,old20,n528,Pannoramic Hall,location,1,False,False,,,False,False
15,old20,n529,Small room like a box,location,2,False,False,,,False,True
15,old20,n530,Back of Pannoramic Hall's curtain,location,0,False,False,,,False,False
15,old20,n531,Circular window with glass,clue_object,1,False,False,,,False,False
15,old20,n532,Poison gas device,clue_object,0,False,False,,,False,False
15,old20,n533,Button,clue_object,0,False,False,,,False,False
15,old20,n534,Audience's seats,location,0,False,False,,,False,False
15,old20,n535,Fukushima Torajirou,person,0,False,False,,,False,False
15,old20,n536,Naked dolls,clue_object,0,False,False,,,False,False
15,old20,n537,Doll factory,location,0,False,False,,,False,False
15,old20,n538,Dead bodies of girls,clue_object,0,False,False,,,False,False
15,old20,n539,Chief Bao,person,0,False,False,,,False,False
15,old20,n540,three detectives,person,0,False,False,,,False,False
15,old20,n541,Inspector Namikoshi,person,0,False,False,,,False,False
15,old20,n542,sharp points of the knives and swords,clue_object,0,False,False,,,False,False
15,old20,n543,paper sheet,clue_object,0,False,False,,,False,False
15,old20,n544,O-land residential area,location,1,False,False,,,False,False
15,old20,n545,Kyoto-Hamamatsu railway line,location,0,False,False,,,False,False
15,old20,n546,O district,location,1,False,False,,,False,False
15,old20,n547,Inoue,person,1,False,False,,,False,False
15,old20,n548,Visitor (girl),person,3,False,False,,,True,True
15,old20,n549,Bank,location,0,False,False,,,False,False
15,old20,n550,Oshino,person,1,False,False,,,False,False
15,old20,n551,strange empty house,location,4,False,False,,,True,True
15,old20,n552,coffee shop,location,0,False,False,,,False,False
15,old20,n553,hotel,location,0,False,False,,,False,False
15,old20,n554,Goda-machi,location,0,False,False,,,False,False
15,old20,n555,plaster statues,clue_object,0,False,False,,,False,False
15,old20,n556,window of that room,clue_object,1,False,False,,,False,False
15,old20,n557,third person,person,1,False,False,,,False,False
15,old20,n558,sister,person,1,False,False,,,False,False
15,old20,n559,mother,person,3,False,False,,,False,False
15,old20,n560,relative in Tokyo,person,1,False,False,,,False,False
15,old20,n561,close friends,person,0,False,False,,,False,False
15,old20,n562,plaster craft,clue_object,0,False,False,,,False,False
15,old20,n563,the item,clue_object,0,False,False,,,False,False
15,old20,n564,the professor,person,6,False,False,,,True,True
15,old20,n565,Onizaki,person,2,False,False,,,True,True
15,old20,n566,Rikiko Ijima,person,1,False,False,,,False,False
15,old20,n567,Y,person,1,False,False,,,False,False
15,old20,n568,K-chan,person,1,False,False,,,False,False
15,old20,n569,the police section (25),location,0,False,False,,,False,False
15,old20,n570,Boo Yongbu,person,2,False,False,,,True,True
15,old20,n571,gentleman in a white and blue striped kimono,clue_object,1,False,False,,,False,False
15,old20,n572,Onizuka,person,0,False,False,,,False,False
15,old20,n573,car seat,clue_object,1,False,False,,,False,False
15,old20,n574,dilapidated farmhouse warehouse,location,0,False,False,,,False,False
15,old20,n575,Detective Wakahara,person,0,False,False,,,False,False
15,old20,n576,Cameraman,person,0,False,False,,,False,False
15,old20,n577,Actors,person,0,False,False,,,False,False
15,old20,n578,Actors' assistants,person,0,False,False,,,False,False
15,old20,n579,Undercover detectives,person,0,False,False,,,False,False
15,old20,n581,I (industry veteran),person,0,False,False,,,False,False
15,old20,n582,Male Boy (29),person,0,False,False,,,False,False
15,old20,n583,Prop man,person,0,False,False,,,False,False
15,old20,n584,Detective Oyama (actor),clue_object,0,False,False,,,False,False
15,old20,n585,Drink,clue_object,0,False,False,,,False,False
15,old20,n586,Restaurant,location,0,False,False,,,False,False
15,old20,n587,Film crew,location,0,False,False,,,False,False
15,old20,n588,cinematographer's assistant,person,1,False,False,,,False,False
15,old20,n589,spotlight,clue_object,1,False,False,,,False,False
15,old20,n590,large prop,location,0,False,False,,,False,False
15,old20,n591,search team,person,4,False,False,,,True,True
15,old20,n592,track,clue_object,3,False,False,,,True,True
15,old20,n593,horizontal bar,clue_object,2,False,False,,,True,True
15,old20,n594,water tank,clue_object,0,False,False,,,False,False
15,old20,n595,Bo-ya Jouda,person,0,False,False,,,False,False
15,old20,n597,guards,person,1,False,False,,,False,False
15,old20,n598,suspect,person,2,False,False,,,True,True
15,old20,n599,field,location,1,False,False,,,False,False
15,old20,n600,Dr. Pankan,person,0,False,False,,,False,False
15,old20,n601,Rie Arisugawa,person,0,False,False,,,False,False
15,old20,n603,K (factory manager),person,0,False,False,,,False,False
15,old20,n606,Dr. Hanae,person,1,False,False,,,False,False
15,old20,n607,Platano,person,1,False,False,,,False,False
15,old20,n608,Hajime Gotō,person,1,False,False,,,False,False
15,old20,n609,Hidaka,person,0,False,False,,,False,False
15,old20,n610,Hirano,person,0,False,False,,,False,False
15,old20,n611,manager,person,0,False,False,,,False,False
15,old20,n612,old house owner,person,0,False,False,,,False,False
15,old20,n613,package,clue_object,0,False,False,,,False,False
15,old20,n614,ovens,clue_object,0,False,False,,,False,False
15,old20,n615,square,location,0,False,False,,,False,False
15,old20,n616,Yōko,person,0,False,False,,,False,False
15,old20,n617,rapids of the Tama River,location,0,False,False,,,False,False
15,old20,n618,Darkroom,location,2,False,False,,,False,True
15,old20,n619,Forty-nine victims,person,1,False,False,,,False,False
15,old20,n620,Red light,clue_object,0,False,False,,,False,False
15,old20,n622,The giant,person,1,False,False,,,False,False
15,old20,n623,Dr. Hatanaka,person,1,False,False,,,False,False
15,old20,n624,Inspector Hirata,person,1,False,False,,,False,False
15,old20,n625,Rikako Fujisawa,person,0,False,False,,,False,False
15,old20,n626,The three girls,person,0,False,False,,,False,False
15,old20,n627,A student,person,1,False,False,,,False,False
15,old20,n628,The plaster,clue_object,2,False,False,,,False,False
15,old20,n629,A circular car,clue_object,0,False,False,,,False,False
15,old20,n630,The aquarium murder,event,1,False,False,,,False,False
15,old20,n631,The living room,location,5,False,False,,,False,True
15,old20,n632,Dr. Shang,person,0,False,False,,,False,False
15,old20,n634,Wakayama,person,1,False,False,,,False,False
15,old20,n635,Fuji Yoko,person,0,False,False,,,False,False
15,old20,n636,Western-style envelope,clue_object,0,False,False,,,False,False
15,old20,n637,Miss Chinen,person,1,False,False,,,False,False
15,old20,n638,the man who wrote the fake letter,person,1,False,False,,,False,False
15,old20,n639,Yuzuki,person,2,False,False,,,True,True
15,old20,n640,the enemy's invitation,clue_object,2,False,False,,,True,True
15,old20,n641,Wave,person,2,False,False,,,False,True
15,old20,n642,the doctor's appointment,event,1,False,False,,,False,False
15,old20,n643,Photographer S,person,0,False,False,,,False,False
15,old20,n644,Fujiko Yoko,person,0,False,False,,,False,False
15,old20,n645,three secret bodyguards,person,1,False,False,,,False,False
15,old20,n646,six detectives,person,1,False,False,,,False,False
15,old20,n647,Detective Ohashi,person,9,False,False,,,True,True
15,old20,n648,Detective O,person,1,False,False,,,False,False
15,old20,n649,assistant director,person,0,False,False,,,False,False
15,old20,n650,photography assistant,person,0,False,False,,,False,False
15,old20,n651,small gang member,person,0,False,False,,,False,False
15,old20,n652,movie studio cars,clue_object,0,False,False,,,False,False
15,old20,n653,police car,clue_object,0,False,False,,,False,False
15,old20,n654,road,location,1,False,False,,,False,False
15,old20,n655,bushes,location,1,False,False,,,False,False
15,old20,n656,bend,location,1,False,False,,,False,False
15,old20,n658,plainclothes detectives,person,7,False,False,,,False,True
15,old20,n659,chair with cushion,clue_object,1,False,False,,,False,False
15,old20,n660,cushion,clue_object,1,False,False,,,False,False
15,old20,n661,"shirt, white socks with felt sandals",clue_object,1,False,False,,,False,False
15,old20,n662,red and swollen scars,clue_object,1,False,False,,,False,False
15,old20,n663,gold-capped teeth,clue_object,1,False,False,,,False,False
15,old20,n664,smiling face,clue_object,1,False,False,,,False,False
15,old20,n665,female leg,clue_object,1,False,False,,,False,False
15,old20,n666,ghost or murderer,event,0,False,False,,,False,False
15,old20,n667,female clerk Rikiko Harumi,person,0,False,False,,,False,False
15,old20,n668,plaster cast right arm,clue_object,0,False,False,,,False,False
15,old20,n669,D Middle School,location,1,False,False,,,False,False
15,old20,n670,drawing model,clue_object,1,False,False,,,False,False
15,old20,n671,O town's hillside residential area,location,0,False,False,,,False,False
15,old20,n672,Hagiwara,person,1,False,False,,,False,False
15,old20,n673,inexplicable lovers,person,0,False,False,,,False,False
15,old20,n674,rapids,location,0,False,False,,,False,False
15,old20,n676,Kogō Shōzō,person,0,False,False,,,False,False
15,old20,n677,rocks,location,1,False,False,,,False,False
15,old20,n678,grave,location,2,False,False,,,True,True
15,old20,n679,Hiroshi Hirano,person,1,False,False,,,False,False
15,old20,n680,Spider Man's crimes,clue_object,1,False,False,,,False,False
16,old20,n1,The wise man,person,11,False,False,,,True,True
16,old20,n2,Nagao,person,0,False,False,,,False,False
16,old20,n3,young master,person,3,False,False,,,True,False
16,old20,n4,investigator,person,1,False,False,,,False,False
16,old20,n5,servant,person,2,False,False,,,False,False
16,old20,n6,red cat,clue_object,8,False,False,,,True,False
16,old20,n7,broken doorway,location,1,False,False,,,False,False
16,old20,n8,corridor,location,7,False,False,,,True,False
16,old20,n9,study,location,3,False,False,,,True,False
16,old20,n10,bedroom,location,3,False,False,,,True,False
16,old20,n11,body,clue_object,4,False,False,,,True,False
16,old20,n12,chrysanthemums,clue_object,0,False,False,,,False,False
16,old20,n13,Mr. Takamura,person,0,False,False,,,False,False
16,old20,n14,Inspector Wakayama,person,0,False,False,,,False,False
16,old20,n15,Booze Inspector,person,3,False,False,,,False,True
16,old20,n16,Yamauchi family,person,0,False,False,,,False,False
16,old20,n17,blood handprint,clue_object,1,False,False,,,False,False
16,old20,n18,ruler,clue_object,0,False,False,,,False,False
16,old20,n19,court,person,1,False,False,,,False,False
16,old20,n20,Fukuda's residence,location,1,False,False,,,False,False
16,old20,n21,bridge,location,1,False,False,,,False,False
16,old20,n22,Tokujiro Kishi,person,3,False,False,,,False,True
16,old20,n23,Ueno Station,location,0,False,False,,,False,False
16,old20,n24,gas chandelier,clue_object,1,False,False,,,False,False
16,old20,n25,luxurious sofa,clue_object,1,False,False,,,False,False
16,old20,n26,thick cushions,clue_object,1,False,False,,,False,False
16,old20,n27,woman,person,19,False,False,,,True,True
16,old20,n28,black silk loose dress,clue_object,1,False,False,,,False,False
16,old20,n29,silver tray,clue_object,1,False,False,,,False,False
16,old20,n30,drinks,clue_object,1,False,False,,,False,False
16,old20,n31,snacks,clue_object,1,False,False,,,False,False
16,old20,n32,residence,location,2,False,False,,,True,True
16,old20,n33,daughter,person,1,False,False,,,False,False
16,old20,n34,danger,event,0,False,False,,,False,False
16,old20,n35,strange car,clue_object,0,False,False,,,False,False
16,old20,n36,house,location,3,False,False,,,True,True
16,old20,n37,Tokyo,location,1,False,False,,,False,False
16,old20,n38,Wise,person,3,False,False,,,True,False
16,old20,n39,Intelligent,person,3,False,False,,,True,False
16,old20,n40,Owner,person,1,False,False,,,False,False
16,old20,n41,Girl,person,8,False,False,,,True,False
16,old20,n42,Miki,person,0,False,False,,,False,False
16,old20,n43,Fukuda,person,5,False,False,,,True,True
16,old20,n44,Hattori,person,0,False,False,,,False,False
16,old20,n45,thief leader,person,0,False,False,,,False,False
16,old20,n46,masked men,person,0,False,False,,,False,False
16,old20,n47,joker mask,clue_object,0,False,False,,,False,False
16,old20,n48,Fukuda's body,clue_object,0,False,False,,,False,False
16,old20,n49,Keiji Miyoshi,person,6,False,False,,,False,False
16,old20,n50,Zhuang Zi,person,1,False,False,,,False,False
16,old20,n51,monster-like intellect,clue_object,1,False,False,,,False,False
16,old20,n52,small boat,clue_object,2,False,False,,,False,True
16,old20,n53,vast and unfathomable nature,clue_object,1,False,False,,,False,False
16,old20,n54,small factory,location,1,False,False,,,False,False
16,old20,n55,clock,clue_object,5,False,False,,,True,True
16,old20,n56,clock pendulum,clue_object,2,False,False,,,True,True
16,old20,n57,mechanical room,location,5,False,False,,,True,True
16,old20,n58,note,clue_object,4,False,False,,,True,True
16,old20,n59,gun,clue_object,1,False,False,,,False,False
16,old20,n60,stick,clue_object,1,False,False,,,False,False
16,old20,n61,monster,person,14,False,False,,,True,True
16,old20,n62,Ichirō,person,10,False,False,,,True,True
16,old20,n63,One-ling,person,1,False,False,,,False,False
16,old20,n64,villain,person,10,False,False,,,True,True
16,old20,n65,clock tower,location,6,False,False,,,True,True
16,old20,n66,guillotine,clue_object,1,False,False,,,False,False
16,old20,n67,dial,clue_object,3,False,False,,,True,False
16,old20,n68,long hand,clue_object,1,False,False,,,False,False
